tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
PKSF-1.J		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.J		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.K		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.K		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.L	PKSF-1.L_LP-DIR-T	PKSF-1.		lt	122.4	-15.3	2	5	0	7.0	10.9	433	273	K		shoemake 2025-08-07 15:49:51	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.L	PKSF-1.L_LP-DIR-T	PKSF-1.		mt	99.1	-5.2	2	5	0	2.2	3.9	723	603	K		shoemake 2025-08-07 15:49:51	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.L		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.L		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.M	PKSF-1.M_LP-DIR-T	PKSF-1.		lt	124.3	-13.8	2	4	0	7.2	6.0	433	273	K		shoemake 2025-08-07 15:52:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.M	PKSF-1.M_LP-DIR-T	PKSF-1.		mt	100.9	-5.0	2	5	0	0.9	5.2	723	603	K		shoemake 2025-08-07 15:52:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.M		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.M		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.N		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.N		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.N	PKSF-1.N_LP-DIR-T	PKSF-1.		lt	122.6	-16.3	2	4	0	6.7	6.6	433	273	K		shoemake 2025-08-07 15:54:50	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.N	PKSF-1.N_LP-DIR-T	PKSF-1.		Fit 2	98.6	-8.5	2	5	0	2.0	1.2	723	603	K		shoemake 2025-08-07 15:54:50	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.O		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.O	PKSF-1.O_LP-DIR-T	PKSF-1.		lt	120.5	-17.0	2	4	0	6.4	3.0	433	273	K		shoemake 2025-08-07 15:57:16	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.O		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.O	PKSF-1.O_LP-DIR-T	PKSF-1.		mt	99.2	-6.8	2	5	0	1.9	2.4	723	603	K		shoemake 2025-08-07 15:57:16	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.P		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.P		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1A		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1A		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1B		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1B		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1B	PKSF-1B_LP-DIR-T	PKSF-1		mt	147.4	-35.8	2	5	0	12.8	11.5	723	603	K		shoemake 2025-08-06 19:52:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1B	PKSF-1B_LP-DIR-T	PKSF-1		lt	64.1	-80.7	2	3	0	47.9	4.7	343	77	K		shoemake 2025-08-06 19:52:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1C		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1C	PKSF-1C_LP-DIR-T	PKSF-1		mt	141.7	-40.3	2	5	0	12.5	7.3	723	603	K		shoemake 2025-08-06 19:55:27	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1C	PKSF-1C_LP-DIR-T	PKSF-1		lt	181.7	-44.3	2	8	0	11.0	15.6	483	273	K		shoemake 2025-08-06 19:55:27	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1C		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1D	PKSF-1D_LP-DIR-T	PKSF-1		mt	140.8	-38.2	2	5	0	12.9	15.3	723	603	K		shoemake 2025-08-06 19:57:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1D	PKSF-1D_LP-DIR-T	PKSF-1		lt	175.8	-47.1	2	4	0	8.0	9.7	483	273	K		shoemake 2025-08-06 19:57:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1D		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1D		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1E		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1E	PKSF-1E_LP-DIR-T	PKSF-1		mt	140.0	-36.4	2	5	0	11.3	8.6	723	603	K		shoemake 2025-08-06 20:00:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1E	PKSF-1E_LP-DIR-T	PKSF-1		lt	176.4	-40.5	2	6	0	9.9	7.5	483	273	K		shoemake 2025-08-06 20:00:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1E		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1F		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1F		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1F	PKSF-1F_LP-DIR-T	PKSF-1		lt	171.8	-40.1	2	4	0	7.0	13.8	433	77	K		shoemake 2025-08-06 20:02:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1F	PKSF-1F_LP-DIR-T	PKSF-1		mt	137.7	-36.3	2	5	0	10.4	6.8	723	603	K		shoemake 2025-08-06 20:02:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1G		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1G	PKSF-1G_LP-DIR-T	PKSF-1		lt	170.8	-36.0	2	5	0	7.6	10.2	433	273	K		shoemake 2025-08-06 20:05:09	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1G	PKSF-1G_LP-DIR-T	PKSF-1		mt	137.5	-33.2	2	5	0	10.0	4.9	723	603	K		shoemake 2025-08-06 20:05:09	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1G		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1H		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1H	PKSF-1H_LP-DIR-T	PKSF-1		lt	157.9	-48.9	2	4	0	6.0	2.4	433	273	K		shoemake 2025-08-06 20:07:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1H	PKSF-1H_LP-DIR-T	PKSF-1		mt	129.8	-37.1	2	5	0	8.8	7.9	723	603	K		shoemake 2025-08-06 20:07:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1H		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1I		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1I		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1I	PKSF-1I_LP-DIR-T	PKSF-1		mt	134.2	-31.2	2	5	0	7.5	13.2	723	603	K		shoemake 2025-08-06 20:10:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1I	PKSF-1I_LP-DIR-T	PKSF-1		lt	165.8	-38.6	2	5	0	4.2	7.5	433	77	K		shoemake 2025-08-06 20:10:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1J	PKSF-1J_LP-DIR-T	PKSF-1		mt	128.7	-32.5	2	5	0	7.2	5.4	723	603	K		shoemake 2025-08-06 20:12:31	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1J	PKSF-1J_LP-DIR-T	PKSF-1		lt	157.0	-45.0	2	5	0	2.9	10.1	433	273	K		shoemake 2025-08-06 20:12:31	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1J		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1J		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1K		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1K	PKSF-1K_LP-DIR-T	PKSF-1		mt	136.0	-26.5	2	5	0	7.9	6.2	723	603	K		shoemake 2025-08-06 20:15:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1K		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1K	PKSF-1K_LP-DIR-T	PKSF-1		lt	158.6	-39.8	2	4	0	2.7	8.1	433	273	K		shoemake 2025-08-06 20:15:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1L	PKSF-1L_LP-DIR-T	PKSF-1		lt	166.8	-35.0	2	4	0	10.2	8.3	433	77	K		shoemake 2025-08-06 20:17:28	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1L	PKSF-1L_LP-DIR-T	PKSF-1		mt	132.1	-28.3	2	5	0	8.7	7.5	723	603	K		shoemake 2025-08-06 20:17:28	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1L		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1L		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1M		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1M		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2A	PKSF-2A_LP-DIR-T	PKSF-2		lt	3.8	50.0	2	5	0	6.1	4.4	483	273	K		shoemake 2025-08-06 20:19:56	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2A	PKSF-2A_LP-DIR-T	PKSF-2		mt	35.0	23.5	2	5	0	2.3	2.8	723	603	K		shoemake 2025-08-06 20:19:56	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2A		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2A		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2B		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2B	PKSF-2B_LP-DIR-T	PKSF-2		lt	5.1	54.8	2	5	0	4.6	3.4	433	273	K		shoemake 2025-08-06 20:22:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2B		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2B	PKSF-2B_LP-DIR-T	PKSF-2		mt	34.3	26.4	2	5	0	2.2	4.5	723	603	K		shoemake 2025-08-06 20:22:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2C	PKSF-2C_LP-DIR-T	PKSF-2		mt	33.2	28.7	2	5	0	2.3	3.5	723	603	K		shoemake 2025-08-06 20:24:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2C	PKSF-2C_LP-DIR-T	PKSF-2		lt	358.4	57.2	2	4	0	4.6	3.3	433	273	K		shoemake 2025-08-06 20:24:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2C		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2C		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2D		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2D	PKSF-2D_LP-DIR-T	PKSF-2		mt	32.9	23.7	2	5	0	8.3	6.4	723	603	K		shoemake 2025-08-06 20:27:12	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2D	PKSF-2D_LP-DIR-T	PKSF-2		lt	358.3	58.8	2	4	0	3.6	4.6	433	273	K		shoemake 2025-08-06 20:27:12	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2D		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2E		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2E	PKSF-2E_LP-DIR-T	PKSF-2		mt	31.8	27.4	2	5	0	5.0	4.6	723	603	K		shoemake 2025-08-06 20:29:37	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2E	PKSF-2E_LP-DIR-T	PKSF-2		lt	353.3	60.0	2	3	0	4.1	2.6	433	273	K		shoemake 2025-08-06 20:29:37	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2E		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2F		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2F	PKSF-2F_LP-DIR-T	PKSF-2		lt	182.8	7.5	2	5	0	3.3	1.1	433	273	K		shoemake 2025-08-06 20:32:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2F		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2F	PKSF-2F_LP-DIR-T	PKSF-2		mt	213.0	-24.5	2	4	0	5.3	5.1	723	633	K		shoemake 2025-08-06 20:32:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2G		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2G		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2G	PKSF-2G_LP-DIR-T	PKSF-2		lt	27.4	12.2	2	4	0	1.5	6.9	433	273	K		shoemake 2025-08-05 13:50:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2G	PKSF-2G_LP-DIR-T	PKSF-2		mt	347.2	-8.6	2	3	0	5.2	3.1	693	633	K		shoemake 2025-08-05 13:50:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2H		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2H	PKSF-2H_LP-DIR-T	PKSF-2		mt	39.6	26.7	2	4	0	9.5	5.0	723	633	K		shoemake 2025-08-06 20:37:07	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2H	PKSF-2H_LP-DIR-T	PKSF-2		lt	353.0	64.1	2	4	0	5.8	2.4	433	273	K		shoemake 2025-08-06 20:37:07	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2H		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2I	PKSF-2I_LP-DIR-T	PKSF-2		mt	37.4	32.4	2	4	0	5.4	4.3	723	633	K		shoemake 2025-08-06 20:39:35	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2I	PKSF-2I_LP-DIR-T	PKSF-2		lt	350.3	63.9	2	7	0	5.2	5.1	433	273	K		shoemake 2025-08-06 20:39:35	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2I		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2I		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2J	PKSF-2J_LP-DIR-T	PKSF-2		mt	33.1	26.9	2	4	0	7.2	6.6	723	633	K		shoemake 2025-08-06 20:42:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2J	PKSF-2J_LP-DIR-T	PKSF-2		lt	358.6	65.3	2	4	0	6.6	3.9	433	273	K		shoemake 2025-08-06 20:42:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2J		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2J		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2K	PKSF-2K_LP-DIR-T	PKSF-2		mt	28.1	36.0	2	4	0	6.5	7.7	723	633	K		shoemake 2025-08-06 20:44:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2K	PKSF-2K_LP-DIR-T	PKSF-2		lt	343.0	64.7	2	3	0	3.3	1.7	483	373	K		shoemake 2025-08-06 20:44:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2K		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2K		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2L		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2L		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3A		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3A		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3B		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3B		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3B	PKSF-3B_LP-DIR-T	PKSF-3		lt	230.1	0.7	2	3	0	5.2	3.2	483	343	K		shoemake 2025-08-06 20:46:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3B	PKSF-3B_LP-DIR-T	PKSF-3		mt	267.1	-33.0	2	4	0	29.6	5.5	723	633	K		shoemake 2025-08-06 20:46:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3C		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3C		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3C	PKSF-3C_LP-DIR-T	PKSF-3		lt	231.0	4.2	2	3	0	5.1	4.3	483	273	K		shoemake 2025-08-06 20:49:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3C	PKSF-3C_LP-DIR-T	PKSF-3		mt	269.2	-14.7	2	4	0	25.9	8.3	723	633	K		shoemake 2025-08-06 20:49:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3D	PKSF-3D_LP-DIR-T	PKSF-3		mt	266.7	-17.1	2	4	0	26.6	20.3	723	633	K		shoemake 2025-08-06 20:51:46	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3D	PKSF-3D_LP-DIR-T	PKSF-3		lt	235.0	16.7	2	5	0	17.8	18.1	433	77	K		shoemake 2025-08-06 20:51:46	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3D		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3D		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3E	PKSF-3E_LP-DIR-T	PKSF-3		mt	258.5	-36.3	2	4	0	33.3	18.5	723	633	K		shoemake 2025-08-06 20:54:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3E	PKSF-3E_LP-DIR-T	PKSF-3		lt	245.6	-4.0	2	4	0	14.1	3.3	433	273	K		shoemake 2025-08-06 20:54:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3E		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3E		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3F	PKSF-3F_LP-DIR-T	PKSF-3		lt	239.6	11.8	2	6	0	16.4	14.6	433	77	K		shoemake 2025-08-06 20:56:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3F		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3F		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3F	PKSF-3F_LP-DIR-T	PKSF-3		mt	258.2	-19.3	2	4	0	24.2	12.4	723	633	K		shoemake 2025-08-06 20:56:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3G	PKSF-3G_LP-DIR-T	PKSF-3		lt	241.6	12.8	2	4	0	18.6	4.3	433	273	K		shoemake 2025-08-06 20:59:13	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3G		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3G		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3G	PKSF-3G_LP-DIR-T	PKSF-3		mt	245.3	11.4	2	4	0	46.0	12.7	723	633	K		shoemake 2025-08-06 20:59:13	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3H	PKSF-3H_LP-DIR-T	PKSF-3		lt	245.9	4.8	2	3	0	16.5	4.2	483	273	K		shoemake 2025-08-06 21:01:42	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3H		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3H	PKSF-3H_LP-DIR-T	PKSF-3		mt	213.2	-47.2	2	4	0	66.9	23.5	723	633	K		shoemake 2025-08-06 21:01:42	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3H		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3I		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3I		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3I	PKSF-3I_LP-DIR-T	PKSF-3		mt	259.0	-27.6	2	4	0	25.0	3.4	693	603	K		shoemake 2025-08-06 21:04:08	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3I	PKSF-3I_LP-DIR-T	PKSF-3		lt	241.3	11.8	2	3	0	18.1	2.6	433	77	K		shoemake 2025-08-06 21:04:08	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3J		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3J	PKSF-3J_LP-DIR-T	PKSF-3		mt	256.5	-62.8	2	3	0	64.7	15.9	693	633	K		shoemake 2025-08-06 21:06:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3J	PKSF-3J_LP-DIR-T	PKSF-3		lt	243.8	6.8	2	3	0	13.2	3.3	483	273	K		shoemake 2025-08-06 21:06:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3J		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3K		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3K		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3K	PKSF-3K_LP-DIR-T	PKSF-3		lt	236.0	19.6	2	3	0	22.4	0.7	483	373	K		shoemake 2025-08-06 21:08:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3K	PKSF-3K_LP-DIR-T	PKSF-3		mt	295.1	-25.4	2	4	0	35.4	18.7	723	633	K		shoemake 2025-08-06 21:08:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3L		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3L	PKSF-3L_LP-DIR-T	PKSF-3		mt	320.9	29.0	2	4	0	37.4	28.5	723	633	K		shoemake 2025-08-06 21:11:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
