tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
PKSH-1K_LP-DIR-T-190	PKSH-1K_LP-DIR-T	PKSH-1K	4.2	256.8	-33.5	0	0	0	0	14	633	This study	shoemake 2025-05-21 11:43:31	LT-T-Z:LP-DIR-T	g	2876	u	8	273			pmagpy-4.3.7	1.47e-06	1.03e-07	3.58e-08	1.03e-08	PKSH-1	PKSH	PKSH
PKSH-1K_LP-DIR-T-191	PKSH-1K_LP-DIR-T	PKSH-1K	3.1	257.6	-33.4	0	0	0	0	15	663	This study	shoemake 2025-05-22 14:25:20	LT-T-Z:LP-DIR-T	g	2877	u	8	273			pmagpy-4.3.7	1.45e-06	7.45e-08	2.82e-08	8.44e-09	PKSH-1	PKSH	PKSH
PKSH-1K_LP-DIR-T-192	PKSH-1K_LP-DIR-T	PKSH-1K	4.8	257.9	-33.5	0	0	0	0	16	693	This study	shoemake 2025-05-25 16:38:25	LT-T-Z:LP-DIR-T	g	2878	u	8	273			pmagpy-4.3.7	1.44e-06	1.15e-07	3.54e-08	1.08e-08	PKSH-1	PKSH	PKSH
PKSH-1K_LP-DIR-T-193	PKSH-1K_LP-DIR-T	PKSH-1K	1.7	256.2	-33.5	0	0	0	0	17	693	This study	shoemake 2025-06-18 17:00:45	LT-T-Z:LP-DIR-T	g	2879	u	8	273			pmagpy-4.3.7	1.45e-06	3.86e-08	2.49e-08	9.41e-09	PKSH-1	PKSH	PKSH
PKSH-1K_LP-DIR-T-194	PKSH-1K_LP-DIR-T	PKSH-1K	8.5	248.4	-33.3	0	0	0	0	18	723	This study	shoemake 2025-06-30 13:38:50	LT-T-Z:LP-DIR-T	g	2880	u	8	273			pmagpy-4.3.7	5.87e-07	8.08e-08	3.58e-08	3.48e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-195	PKSH-1L_LP-DIR-T	PKSH-1L	1.9	282.3	-50.7	0	0	0	0	0	273	This study	shoemake 2024-07-15 17:58:26	LT-NO:LP-DIR-T	g	2881	u	8	273			pmagpy-4.3.7	4.9e-06	1.18e-07	1.09e-07	4.96e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-196	PKSH-1L_LP-DIR-T	PKSH-1L	0.6	272.9	-50.6	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:30:32	LT-LT-Z:LP-DIR-T	g	2882	u	8	273			pmagpy-4.3.7	4.84e-06	3.67e-08	2.97e-08	2.6e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-197	PKSH-1L_LP-DIR-T	PKSH-1L	1.3	270.8	-50.2	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:39:57	LT-LT-Z:LP-DIR-T	g	2883	u	8	273			pmagpy-4.3.7	4.77e-06	1.03e-07	4.25e-08	3.32e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-198	PKSH-1L_LP-DIR-T	PKSH-1L	3.1	268.7	-47.2	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:14:15	LT-T-Z:LP-DIR-T	g	2884	u	8	273			pmagpy-4.3.7	4.31e-06	2.31e-07	2.78e-08	2.63e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-199	PKSH-1L_LP-DIR-T	PKSH-1L	3.5	268.1	-47.2	0	0	0	0	4	343	This study	shoemake 2024-08-22 22:45:51	LT-T-Z:LP-DIR-T	g	2885	u	8	273			pmagpy-4.3.7	4.3e-06	2.61e-07	2.79e-08	2.61e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-200	PKSH-1L_LP-DIR-T	PKSH-1L	1.8	272.9	-45.6	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:20:30	LT-T-Z:LP-DIR-T	g	2886	u	8	273			pmagpy-4.3.7	4.12e-06	1.25e-07	2.86e-08	2.67e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-201	PKSH-1L_LP-DIR-T	PKSH-1L	0.8	266.7	-38.6	0	0	0	0	6	403	This study	shoemake 2024-09-02 17:53:33	LT-T-Z:LP-DIR-T	g	2887	u	8	273			pmagpy-4.3.7	2.55e-06	2.78e-08	1.89e-08	1.61e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-202	PKSH-1L_LP-DIR-T	PKSH-1L	4.9	264.6	-38.6	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:05:39	LT-T-Z:LP-DIR-T	g	2888	u	8	273			pmagpy-4.3.7	2.53e-06	2.15e-07	3.11e-08	1.86e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-203	PKSH-1L_LP-DIR-T	PKSH-1L	0.7	259.5	-38.8	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:14:07	LT-T-Z:LP-DIR-T	g	2889	u	8	273			pmagpy-4.3.7	2.18e-06	2.16e-08	1.47e-08	1.3e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-204	PKSH-1L_LP-DIR-T	PKSH-1L	2.6	257.9	-34.9	0	0	0	0	9	483	This study	shoemake 2024-09-16 12:41:56	LT-T-Z:LP-DIR-T	g	2890	u	8	273			pmagpy-4.3.7	1.42e-06	6.21e-08	1.57e-08	8.77e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-205	PKSH-1L_LP-DIR-T	PKSH-1L	3.6	260.6	-34.7	0	0	0	0	10	513	This study	shoemake 2024-09-18 13:57:50	LT-T-Z:LP-DIR-T	g	2891	u	8	273			pmagpy-4.3.7	1.41e-06	8.58e-08	1.86e-08	9.22e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-206	PKSH-1L_LP-DIR-T	PKSH-1L	1.0	262.1	-34.0	0	0	0	0	11	543	This study	shoemake 2024-10-04 21:06:42	LT-T-Z:LP-DIR-T	g	2892	u	8	273			pmagpy-4.3.7	1.39e-06	2.26e-08	9.35e-09	8.96e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-207	PKSH-1L_LP-DIR-T	PKSH-1L	5.6	260.6	-33.7	0	0	0	0	12	573	This study	shoemake 2024-10-15 16:07:36	LT-T-Z:LP-DIR-T	g	2893	u	8	273			pmagpy-4.3.7	1.03e-06	9.83e-08	2.04e-08	1.07e-08	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-208	PKSH-1L_LP-DIR-T	PKSH-1L	3.9	263.3	-32.8	0	0	0	0	13	603	This study	shoemake 2024-10-23 19:59:33	LT-T-Z:LP-DIR-T	g	2894	u	8	273			pmagpy-4.3.7	9.68e-07	6.55e-08	8.39e-09	2.97e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-210	PKSH-1L_LP-DIR-T	PKSH-1L	0.9	261.5	-33.2	0	0	0	0	15	633	This study	shoemake 2025-05-21 16:36:49	LT-T-Z:LP-DIR-T	g	2896	u	8	273			pmagpy-4.3.7	9.68e-07	1.29e-08	1.23e-08	4.68e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-215	PKSH-1L_LP-DIR-T	PKSH-1L	0.8	258.5	-32.9	0	0	0	0	20	663	This study	shoemake 2025-05-23 11:15:54	LT-T-Z:LP-DIR-T	g	2901	u	8	273			pmagpy-4.3.7	9.56e-07	8.72e-09	1.04e-08	6.03e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-216	PKSH-1L_LP-DIR-T	PKSH-1L	0.9	263.3	-33.5	0	0	0	0	21	693	This study	shoemake 2025-05-25 16:40:54	LT-T-Z:LP-DIR-T	g	2902	u	8	273			pmagpy-4.3.7	9.51e-07	1.16e-08	1.22e-08	4.97e-09	PKSH-1	PKSH	PKSH
PKSH-1L_LP-DIR-T-217	PKSH-1L_LP-DIR-T	PKSH-1L	5.7	253.1	-33.8	0	0	0	0	22	693	This study	shoemake 2025-06-18 17:03:06	LT-T-Z:LP-DIR-T	g	2903	u	8	273			pmagpy-4.3.7	9.51e-07	9.17e-08	2.76e-08	5.88e-09	PKSH-1	PKSH	PKSH
PKSH-2B_LP-DIR-T-221	PKSH-2B_LP-DIR-T	PKSH-2B	2.9	266.1	16.3	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:00:33	LT-NO:LP-DIR-T	g	2907	u	8	273			pmagpy-4.3.7	3.85e-06	1.77e-07	3.07e-08	6.99e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-222	PKSH-2B_LP-DIR-T	PKSH-2B	1.7	265.3	15.8	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:33:29	LT-LT-Z:LP-DIR-T	g	2908	u	8	273			pmagpy-4.3.7	3.85e-06	9.99e-08	3.64e-08	4.06e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-223	PKSH-2B_LP-DIR-T	PKSH-2B	1.3	264.5	15.8	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:42:27	LT-LT-Z:LP-DIR-T	g	2909	u	8	273			pmagpy-4.3.7	3.82e-06	6.72e-08	3.2e-08	4.75e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-224	PKSH-2B_LP-DIR-T	PKSH-2B	0.9	259.6	14.0	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:16:40	LT-T-Z:LP-DIR-T	g	2910	u	8	273			pmagpy-4.3.7	3.37e-06	3.42e-08	2.14e-08	4.46e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-225	PKSH-2B_LP-DIR-T	PKSH-2B	1.1	259.9	14.0	0	0	0	0	4	343	This study	shoemake 2024-08-22 22:48:17	LT-T-Z:LP-DIR-T	g	2911	u	8	273			pmagpy-4.3.7	3.37e-06	4.98e-08	2.29e-08	4.45e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-226	PKSH-2B_LP-DIR-T	PKSH-2B	5.9	265.2	13.9	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:22:57	LT-T-Z:LP-DIR-T	g	2912	u	8	273			pmagpy-4.3.7	3.36e-06	3.4e-07	3.77e-08	4.26e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-227	PKSH-2B_LP-DIR-T	PKSH-2B	3.6	258.8	13.5	0	0	0	0	6	403	This study	shoemake 2024-09-02 17:55:58	LT-T-Z:LP-DIR-T	g	2913	u	8	273			pmagpy-4.3.7	2.82e-06	1.7e-07	3.24e-08	3.44e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-228	PKSH-2B_LP-DIR-T	PKSH-2B	4.1	264.1	13.4	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:08:04	LT-T-Z:LP-DIR-T	g	2914	u	8	273			pmagpy-4.3.7	2.79e-06	1.95e-07	3.15e-08	3.7e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-229	PKSH-2B_LP-DIR-T	PKSH-2B	8.4	262.7	13.4	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:16:34	LT-T-Z:LP-DIR-T	g	2915	u	8	273			pmagpy-4.3.7	2.51e-06	3.66e-07	5.12e-08	3.06e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-231	PKSH-2B_LP-DIR-T	PKSH-2B	10.5	257.0	11.4	0	0	0	0	10	513	This study	shoemake 2024-09-18 14:00:19	LT-T-Z:LP-DIR-T	g	2917	u	8	273			pmagpy-4.3.7	1.41e-06	2.53e-07	5.94e-08	1.43e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-232	PKSH-2B_LP-DIR-T	PKSH-2B	0.9	257.1	14.3	0	0	0	0	11	543	This study	shoemake 2024-10-04 21:09:10	LT-T-Z:LP-DIR-T	g	2918	u	8	273			pmagpy-4.3.7	1.34e-06	1.52e-08	9.79e-09	1.25e-08	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-233	PKSH-2B_LP-DIR-T	PKSH-2B	9.4	268.0	-0.5	0	0	0	0	12	573	This study	shoemake 2024-10-15 16:10:04	LT-T-Z:LP-DIR-T	g	2919	u	8	273			pmagpy-4.3.7	2.78e-07	4.57e-08	2.51e-09	2.89e-09	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-234	PKSH-2B_LP-DIR-T	PKSH-2B	0.7	259.3	4.2	0	0	0	0	13	603	This study	shoemake 2024-10-23 20:01:58	LT-T-Z:LP-DIR-T	g	2920	u	8	273			pmagpy-4.3.7	2.56e-07	1.89e-09	1.3e-09	2.41e-09	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-235	PKSH-2B_LP-DIR-T	PKSH-2B	3.0	257.5	4.0	0	0	0	0	14	633	This study	shoemake 2025-05-21 11:48:23	LT-T-Z:LP-DIR-T	g	2921	u	8	273			pmagpy-4.3.7	2.47e-07	1.22e-08	6.66e-09	2.87e-09	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-237	PKSH-2B_LP-DIR-T	PKSH-2B	1.5	257.8	5.6	0	0	0	0	16	663	This study	shoemake 2025-05-22 17:17:22	LT-T-Z:LP-DIR-T	g	2923	u	8	273			pmagpy-4.3.7	2.66e-07	6.93e-09	6.75e-09	1.09e-09	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-238	PKSH-2B_LP-DIR-T	PKSH-2B	9.7	266.7	2.8	0	0	0	0	17	693	This study	shoemake 2025-05-25 16:43:21	LT-T-Z:LP-DIR-T	g	2924	u	8	273			pmagpy-4.3.7	2.5e-07	4.24e-08	6.83e-09	4.95e-09	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-239	PKSH-2B_LP-DIR-T	PKSH-2B	4.8	265.1	3.1	0	0	0	0	18	693	This study	shoemake 2025-06-18 17:05:25	LT-T-Z:LP-DIR-T	g	2925	u	8	273			pmagpy-4.3.7	2.56e-07	2.12e-08	6.58e-09	2.92e-09	PKSH-2	PKSH	PKSH
PKSH-2B_LP-DIR-T-240	PKSH-2B_LP-DIR-T	PKSH-2B	4.7	227.4	-4.9	0	0	0	0	19	723	This study	shoemake 2025-06-30 13:43:45	LT-T-Z:LP-DIR-T	g	2926	u	8	273			pmagpy-4.3.7	5.61e-08	4.51e-09	4.32e-09	7.57e-10	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-241	PKSH-2C_LP-DIR-T	PKSH-2C	4.5	252.9	13.8	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:02:41	LT-NO:LP-DIR-T	g	2927	u	8	273			pmagpy-4.3.7	5.29e-06	3.82e-07	1.37e-07	7.79e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-242	PKSH-2C_LP-DIR-T	PKSH-2C	1.6	260.8	13.7	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:36:28	LT-LT-Z:LP-DIR-T	g	2928	u	8	273			pmagpy-4.3.7	5.32e-06	1.44e-07	4.53e-08	3.62e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-243	PKSH-2C_LP-DIR-T	PKSH-2C	3.7	262.3	13.7	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:44:59	LT-LT-Z:LP-DIR-T	g	2929	u	8	273			pmagpy-4.3.7	5.27e-06	3.37e-07	5.68e-08	4.26e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-244	PKSH-2C_LP-DIR-T	PKSH-2C	5.6	262.7	12.7	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:19:09	LT-T-Z:LP-DIR-T	g	2930	u	8	273			pmagpy-4.3.7	4.58e-06	4.45e-07	6.3e-08	2.89e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-245	PKSH-2C_LP-DIR-T	PKSH-2C	5.2	263.1	12.7	0	0	0	0	4	343	This study	shoemake 2024-08-22 22:50:45	LT-T-Z:LP-DIR-T	g	2931	u	8	273			pmagpy-4.3.7	4.58e-06	4.14e-07	5.71e-08	2.89e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-246	PKSH-2C_LP-DIR-T	PKSH-2C	5.1	257.4	12.6	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:25:26	LT-T-Z:LP-DIR-T	g	2932	u	8	273			pmagpy-4.3.7	4.57e-06	3.99e-07	9.39e-08	3.27e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-247	PKSH-2C_LP-DIR-T	PKSH-2C	6.0	260.9	12.4	0	0	0	0	6	403	This study	shoemake 2024-09-02 17:58:24	LT-T-Z:LP-DIR-T	g	2933	u	8	273			pmagpy-4.3.7	3.84e-06	3.95e-07	6.97e-08	2.78e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-248	PKSH-2C_LP-DIR-T	PKSH-2C	2.9	258.1	12.2	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:10:29	LT-T-Z:LP-DIR-T	g	2934	u	8	273			pmagpy-4.3.7	3.83e-06	1.88e-07	4.52e-08	2.54e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-249	PKSH-2C_LP-DIR-T	PKSH-2C	1.2	252.1	11.9	0	0	0	0	8	463	This study	shoemake 2024-09-09 17:19:00	LT-T-Z:LP-DIR-T	g	2935	u	8	273			pmagpy-4.3.7	3.45e-06	6.92e-08	2.5e-08	2.45e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-250	PKSH-2C_LP-DIR-T	PKSH-2C	3.7	254.5	10.5	0	0	0	0	9	483	This study	shoemake 2024-09-16 12:46:58	LT-T-Z:LP-DIR-T	g	2936	u	8	273			pmagpy-4.3.7	1.95e-06	1.2e-07	3.54e-08	1.69e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-251	PKSH-2C_LP-DIR-T	PKSH-2C	4.0	256.7	10.1	0	0	0	0	10	513	This study	shoemake 2024-09-18 14:02:50	LT-T-Z:LP-DIR-T	g	2937	u	8	273			pmagpy-4.3.7	1.93e-06	1.31e-07	3.25e-08	1.61e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-252	PKSH-2C_LP-DIR-T	PKSH-2C	1.4	253.3	11.5	0	0	0	0	11	543	This study	shoemake 2024-10-04 21:11:35	LT-T-Z:LP-DIR-T	g	2938	u	8	273			pmagpy-4.3.7	1.79e-06	4.14e-08	1.41e-08	1.52e-08	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-253	PKSH-2C_LP-DIR-T	PKSH-2C	0.6	254.5	7.6	0	0	0	0	12	573	This study	shoemake 2024-10-15 16:12:29	LT-T-Z:LP-DIR-T	g	2939	u	8	273			pmagpy-4.3.7	6.1e-07	3.94e-09	4.34e-09	5.09e-09	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-254	PKSH-2C_LP-DIR-T	PKSH-2C	4.4	254.8	8.3	0	0	0	0	13	603	This study	shoemake 2024-10-23 20:12:19	LT-T-Z:LP-DIR-T	g	2940	u	8	273			pmagpy-4.3.7	6.03e-07	4.42e-08	1.26e-08	3.3e-09	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-255	PKSH-2C_LP-DIR-T	PKSH-2C	2.8	253.0	8.8	0	0	0	0	14	633	This study	shoemake 2025-05-21 11:50:49	LT-T-Z:LP-DIR-T	g	2941	u	8	273			pmagpy-4.3.7	5.91e-07	2.71e-08	1.06e-08	3.33e-09	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-256	PKSH-2C_LP-DIR-T	PKSH-2C	6.5	260.2	8.9	0	0	0	0	15	663	This study	shoemake 2025-05-22 14:32:42	LT-T-Z:LP-DIR-T	g	2942	u	8	273			pmagpy-4.3.7	5.81e-07	6.53e-08	1.31e-08	3.05e-09	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-257	PKSH-2C_LP-DIR-T	PKSH-2C	1.7	254.6	8.2	0	0	0	0	16	693	This study	shoemake 2025-05-25 16:45:47	LT-T-Z:LP-DIR-T	g	2943	u	8	273			pmagpy-4.3.7	5.69e-07	1.58e-08	7.88e-09	3.08e-09	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-259	PKSH-2C_LP-DIR-T	PKSH-2C	2.6	255.1	8.4	0	0	0	0	18	693	This study	shoemake 2025-06-19 16:09:04	LT-T-Z:LP-DIR-T	g	2945	u	8	273			pmagpy-4.3.7	5.71e-07	2.49e-08	9.91e-09	3.6e-09	PKSH-2	PKSH	PKSH
PKSH-2C_LP-DIR-T-260	PKSH-2C_LP-DIR-T	PKSH-2C	8.4	243.3	30.5	0	0	0	0	19	723	This study	shoemake 2025-06-30 13:46:11	LT-T-Z:LP-DIR-T	g	2946	u	8	273			pmagpy-4.3.7	5.35e-08	7.18e-09	4.64e-09	2.99e-10	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-261	PKSH-2D_LP-DIR-T	PKSH-2D	2.7	266.8	12.4	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:04:50	LT-NO:LP-DIR-T	g	2947	u	8	273			pmagpy-4.3.7	6.5e-06	2.77e-07	6.07e-08	1.13e-07	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-262	PKSH-2D_LP-DIR-T	PKSH-2D	0.9	254.3	12.1	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:39:28	LT-LT-Z:LP-DIR-T	g	2948	u	8	273			pmagpy-4.3.7	6.56e-06	8.37e-08	3.27e-08	6.68e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-263	PKSH-2D_LP-DIR-T	PKSH-2D	1.3	264.4	12.0	0	0	0	0	2	77	This study	shoemake 2024-08-12 13:47:33	LT-LT-Z:LP-DIR-T	g	2949	u	8	273			pmagpy-4.3.7	6.49e-06	1.2e-07	4.89e-08	7.34e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-264	PKSH-2D_LP-DIR-T	PKSH-2D	4.8	256.3	11.0	0	0	0	0	3	343	This study	shoemake 2024-08-22 19:21:38	LT-T-Z:LP-DIR-T	g	2950	u	8	273			pmagpy-4.3.7	5.56e-06	4.56e-07	1.01e-07	5.87e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-265	PKSH-2D_LP-DIR-T	PKSH-2D	4.2	256.9	11.0	0	0	0	0	4	343	This study	shoemake 2024-08-22 22:53:14	LT-T-Z:LP-DIR-T	g	2951	u	8	273			pmagpy-4.3.7	5.57e-06	4.01e-07	8.58e-08	5.82e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-266	PKSH-2D_LP-DIR-T	PKSH-2D	1.8	255.7	10.9	0	0	0	0	5	373	This study	shoemake 2024-08-29 14:27:56	LT-T-Z:LP-DIR-T	g	2952	u	8	273			pmagpy-4.3.7	5.57e-06	1.57e-07	4.54e-08	5.77e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-267	PKSH-2D_LP-DIR-T	PKSH-2D	2.3	256.5	10.4	0	0	0	0	6	403	This study	shoemake 2024-09-02 18:00:49	LT-T-Z:LP-DIR-T	g	2953	u	8	273			pmagpy-4.3.7	4.71e-06	1.78e-07	5.89e-08	5.41e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-268	PKSH-2D_LP-DIR-T	PKSH-2D	2.5	252.0	10.3	0	0	0	0	7	433	This study	shoemake 2024-09-04 20:12:53	LT-T-Z:LP-DIR-T	g	2954	u	8	273			pmagpy-4.3.7	4.68e-06	1.87e-07	5.69e-08	5.16e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-270	PKSH-2D_LP-DIR-T	PKSH-2D	8.7	254.5	10.2	0	0	0	0	9	483	This study	shoemake 2024-09-16 12:49:26	LT-T-Z:LP-DIR-T	g	2956	u	8	273			pmagpy-4.3.7	2.1e-06	3.11e-07	8.12e-08	2.93e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-271	PKSH-2D_LP-DIR-T	PKSH-2D	5.6	259.2	9.6	0	0	0	0	10	513	This study	shoemake 2024-09-18 14:05:21	LT-T-Z:LP-DIR-T	g	2957	u	8	273			pmagpy-4.3.7	2.11e-06	2.02e-07	3.53e-08	2.76e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-272	PKSH-2D_LP-DIR-T	PKSH-2D	1.8	256.3	10.1	0	0	0	0	11	543	This study	shoemake 2024-10-04 21:14:01	LT-T-Z:LP-DIR-T	g	2958	u	8	273			pmagpy-4.3.7	1.93e-06	5.37e-08	2.12e-08	2.14e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-273	PKSH-2D_LP-DIR-T	PKSH-2D	7.4	249.9	8.5	0	0	0	0	12	573	This study	shoemake 2024-10-15 16:14:56	LT-T-Z:LP-DIR-T	g	2959	u	8	273			pmagpy-4.3.7	1.12e-06	1.37e-07	5.07e-08	1.23e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-275	PKSH-2D_LP-DIR-T	PKSH-2D	3.5	254.1	9.2	0	0	0	0	14	603	This study	shoemake 2024-10-24 15:18:02	LT-T-Z:LP-DIR-T	g	2961	u	8	273			pmagpy-4.3.7	1.1e-06	6.37e-08	1.81e-08	1e-08	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-276	PKSH-2D_LP-DIR-T	PKSH-2D	2.7	254.9	9.0	0	0	0	0	15	633	This study	shoemake 2025-05-21 11:53:16	LT-T-Z:LP-DIR-T	g	2962	u	8	273			pmagpy-4.3.7	1.09e-06	4.99e-08	1.46e-08	8.72e-09	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-277	PKSH-2D_LP-DIR-T	PKSH-2D	3.3	251.4	9.0	0	0	0	0	16	663	This study	shoemake 2025-05-22 14:35:09	LT-T-Z:LP-DIR-T	g	2963	u	8	273			pmagpy-4.3.7	1.09e-06	5.86e-08	2.05e-08	8.53e-09	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-278	PKSH-2D_LP-DIR-T	PKSH-2D	6.7	264.3	8.9	0	0	0	0	17	693	This study	shoemake 2025-05-25 16:48:14	LT-T-Z:LP-DIR-T	g	2964	u	8	273			pmagpy-4.3.7	1.07e-06	1.24e-07	1.41e-08	9.39e-09	PKSH-2	PKSH	PKSH
PKSH-2D_LP-DIR-T-279	PKSH-2D_LP-DIR-T	PKSH-2D	8.2	259.7	8.9	0	0	0	0	18	693	This study	shoemake 2025-06-18 17:10:01	LT-T-Z:LP-DIR-T	g	2965	u	8	273			pmagpy-4.3.7	1.06e-06	1.5e-07	2.78e-08	8.42e-09	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-281	PKSH-2E_LP-DIR-T	PKSH-2E	9.5	78.1	4.0	0	0	0	0	0	273	This study	shoemake 2024-07-15 18:07:00	LT-NO:LP-DIR-T	g	2967	u	8	273			pmagpy-4.3.7	2e-06	2.43e-07	1.69e-07	2.46e-07	PKSH-2	PKSH	PKSH
PKSH-2E_LP-DIR-T-282	PKSH-2E_LP-DIR-T	PKSH-2E	8.8	75.0	1.1	0	0	0	0	1	77	This study	shoemake 2024-07-29 19:42:28	LT-LT-Z:LP-DIR-T	g	2968	u	8	273			pmagpy-4.3.7	1.58e-06	1.58e-07	9.23e-08	2.01e-07	PKSH-2	PKSH	PKSH
