tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1F	WBEA-1F_LP-DIR-T	shoemake 2025-02-21 10:19:58	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1F_LP-DIR-T-121	26.4	195.7	nan	g	42.0	8.45e-09	26	8	3.19e-09	3.27e-09	2.19e-10	u	273	2537	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-06-28 15:45:58	LT-NO:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-122	2.0	144.4	nan	g	-58.5	4.44e-07	0	8	8.42e-09	1.09e-08	1.14e-08	u	273	2538	0	0	0.0	0.0	273.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-07-08 15:53:42	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-123	2.0	159.5	nan	g	-58.1	5.1e-07	1	8	1.07e-08	1.3e-08	5.67e-09	u	273	2539	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-07-08 16:25:00	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-124	2.2	146.7	nan	g	-56.1	5.14e-07	2	8	1.54e-08	1.51e-08	2.23e-09	u	273	2540	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-07-11 18:23:54	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-125	2.8	149.8	nan	g	-57.2	5.21e-07	3	8	1.24e-08	2.02e-08	1.25e-08	u	273	2541	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-07-30 16:47:20	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-126	3.5	150.9	nan	g	-57.9	5.32e-07	4	8	1.99e-08	2.58e-08	4.39e-09	u	273	2542	0	0	0.0	0.0	343.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-08-01 09:59:18	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-127	1.4	156.1	nan	g	-57.2	5.1e-07	5	8	8.15e-09	6.91e-09	6.89e-09	u	273	2543	0	0	0.0	0.0	373.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-09-07 18:54:48	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-128	2.9	156.8	nan	g	-57.5	4.92e-07	6	8	1.14e-08	2.16e-08	4.47e-09	u	273	2544	0	0	0.0	0.0	403.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-09-12 14:54:41	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-129	2.7	154.9	nan	g	-57.3	4.84e-07	7	8	1.38e-08	1.71e-08	5.94e-09	u	273	2545	0	0	0.0	0.0	433.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-09-17 16:29:57	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-130	2.8	154.1	nan	g	-57.4	4.84e-07	8	8	1.44e-08	1.84e-08	5.86e-09	u	273	2546	0	0	0.0	0.0	463.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-10-11 03:28:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-131	3.9	158.9	nan	g	-57.3	4.85e-07	9	8	1.84e-08	2.66e-08	6.45e-09	u	273	2547	0	0	0.0	0.0	483.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-10-18 12:21:20	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-132	3.0	162.6	nan	g	-58.6	4.4e-07	10	8	8.47e-09	2.15e-08	5.32e-09	u	273	2548	0	0	0.0	0.0	513.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-10-27 11:30:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-133	7.4	159.4	nan	g	-56.5	3.79e-07	11	8	3.25e-08	2.96e-08	4.82e-08	u	273	2549	0	0	0.0	0.0	543.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-06 18:32:43	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-134	1.2	160.0	nan	g	-57.7	4.24e-07	12	8	4.44e-09	8.1e-09	1.01e-09	u	273	2550	0	0	0.0	0.0	573.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-15 19:07:28	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-135	1.5	158.1	nan	g	-59.0	2.85e-07	13	8	4.89e-09	5.56e-09	2.07e-09	u	273	2551	0	0	0.0	0.0	603.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-18 18:42:18	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-136	3.3	142.7	nan	g	-51.4	6.05e-08	14	8	1.92e-09	2.98e-09	5.07e-10	u	273	2552	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-23 00:03:41	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-137	60.0	182.5	nan	g	0.5	3.43e-08	15	8	1.33e-09	2.86e-08	5.32e-08	u	273	2553	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-23 21:51:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-138	2.5	138.7	nan	g	-47.7	6.49e-08	16	8	2.15e-09	1.82e-09	9.25e-10	u	273	2554	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-25 11:49:34	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-139	2.5	188.4	nan	g	-40.7	2.94e-08	17	8	1.23e-09	1.01e-09	4.45e-10	u	273	2555	0	0	0.0	0.0	663.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-27 00:57:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-140	16.2	71.0	nan	g	-82.6	5.5e-09	18	8	1.38e-09	8.11e-10	2.55e-10	u	273	2556	0	0	0.0	0.0	693.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-11-27 13:10:53	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-141	4.0	122.8	nan	g	-86.5	7.11e-09	19	8	3.78e-10	3.16e-10	5.1e-10	u	273	2557	0	0	0.0	0.0	693.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2024-12-05 08:02:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-142	9.6	309.4	nan	g	29.3	9.17e-09	20	8	1.12e-09	1.06e-09	1.89e-10	u	273	2558	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2025-02-06 06:01:14	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-143	47.0	301.2	nan	g	-23.0	4.13e-09	21	8	2.86e-09	2.98e-09	1.93e-10	u	273	2559	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2025-02-07 01:11:37	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-144	49.1	310.8	nan	g	-18.7	3.97e-09	22	8	2.86e-09	3.01e-09	1.86e-10	u	273	2560	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2025-02-10 18:09:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-145	51.5	299.9	nan	g	-0.3	3.87e-09	23	8	2.9e-09	2.97e-09	1.48e-10	u	273	2561	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2025-02-12 13:42:30	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-146	45.6	306.4	nan	g	2.8	4.43e-09	24	8	2.93e-09	3.01e-09	2.19e-10	u	273	2562	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1G	WBEA-1G_LP-DIR-T	shoemake 2025-02-21 10:22:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1G_LP-DIR-T-147	50.2	293.3	nan	g	13.8	3.96e-09	25	8	2.92e-09	3e-09	1.37e-10	u	273	2563	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-06-28 15:48:07	LT-NO:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-148	11.6	150.5	nan	g	-61.7	4.12e-07	0	8	3.91e-08	7.45e-08	9.27e-09	u	273	2564	0	0	0.0	0.0	273.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-07-08 15:55:50	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-149	2.2	151.5	nan	g	-58.0	4.74e-07	1	8	1.31e-08	1.42e-08	2.33e-09	u	273	2565	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-07-11 18:26:02	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-150	3.4	146.4	nan	g	-58.7	4.78e-07	2	8	1.84e-08	2.15e-08	8.27e-09	u	273	2566	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-07-30 16:50:19	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-151	5.6	147.8	nan	g	-59.2	4.79e-07	3	8	2.85e-08	3.76e-08	6.52e-09	u	273	2567	0	0	0.0	0.0	343.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-08-01 10:01:48	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-152	2.5	153.3	nan	g	-58.4	4.51e-07	4	8	1.17e-08	1.53e-08	6.12e-09	u	273	2568	0	0	0.0	0.0	373.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-09-07 18:57:12	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-153	2.9	152.1	nan	g	-57.0	4.24e-07	5	8	1.22e-08	1.7e-08	5.25e-09	u	273	2569	0	0	0.0	0.0	403.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-09-12 14:57:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-154	3.1	149.5	nan	g	-57.6	4.19e-07	6	8	1.46e-08	1.74e-08	4.64e-09	u	273	2570	0	0	0.0	0.0	433.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-09-17 16:32:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-155	4.4	154.8	nan	g	-57.6	4.19e-07	7	8	1.72e-08	2.69e-08	4.87e-09	u	273	2571	0	0	0.0	0.0	463.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-10-11 03:31:09	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-156	73.7	150.1	nan	g	-58.7	2.11e-07	8	8	1.02e-07	5.85e-08	1.93e-07	u	273	2572	0	0	0.0	0.0	483.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-10-14 13:18:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-157	24.0	154.6	nan	g	-57.1	2.1e-07	9	8	1.1e-07	5.24e-08	1.88e-07	u	273	2573	0	0	0.0	0.0	483.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-10-14 14:25:26	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-158	1.8	154.6	nan	g	-58.0	4.21e-07	10	8	8.73e-09	9.62e-09	4.54e-09	u	273	2574	0	0	0.0	0.0	483.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-10-18 12:23:49	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-159	2.2	157.0	nan	g	-57.5	3.89e-07	11	8	7.83e-09	1.24e-08	3.81e-09	u	273	2575	0	0	0.0	0.0	513.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-10-27 11:32:26	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-160	7.9	158.1	nan	g	-57.2	3.37e-07	12	8	3.19e-08	3.01e-08	3.61e-08	u	273	2576	0	0	0.0	0.0	543.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-10-28 17:42:31	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-161	4.3	153.9	nan	g	-58.7	3.72e-07	13	8	1.52e-08	2.36e-08	4.27e-09	u	273	2577	0	0	0.0	0.0	543.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-06 18:35:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-162	4.2	153.5	nan	g	-58.6	3.67e-07	14	8	1.39e-08	2.34e-08	9.46e-10	u	273	2578	0	0	0.0	0.0	573.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-15 19:09:57	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-163	4.3	157.4	nan	g	-58.7	2.4e-07	15	8	8.6e-09	1.61e-08	1.9e-09	u	273	2579	0	0	0.0	0.0	603.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-18 18:44:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-164	5.9	174.6	nan	g	-53.9	4.7e-08	16	8	9.95e-10	4.78e-09	5.08e-10	u	273	2580	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-23 00:06:11	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-165	60.5	184.0	nan	g	0.1	2.5e-08	17	8	1.1e-09	2.98e-09	4.49e-08	u	273	2581	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-23 21:54:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-166	5.2	160.7	nan	g	-56.9	4.88e-08	18	8	2.4e-09	3.8e-09	4.45e-10	u	273	2582	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-25 11:52:02	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-167	4.8	175.0	nan	g	-34.5	1.57e-08	19	8	3.91e-10	1.22e-09	6.89e-10	u	273	2583	0	0	0.0	0.0	663.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-11-27 01:00:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-168	3.5	100.1	nan	g	10.6	1.25e-08	20	8	5.74e-10	7.78e-10	4.68e-10	u	273	2584	0	0	0.0	0.0	693.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2024-12-05 08:04:38	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-169	7.7	313.7	nan	g	46.0	1.5e-08	21	8	9.81e-10	1.83e-09	2.56e-10	u	273	2585	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2025-02-06 06:03:44	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-170	17.5	336.7	nan	g	36.9	1.04e-08	22	8	2.57e-09	2.76e-09	1.44e-10	u	273	2586	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2025-02-07 01:14:07	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-171	17.4	339.2	nan	g	38.3	1.08e-08	23	8	2.61e-09	2.84e-09	1.7e-10	u	273	2587	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2025-02-10 18:11:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-172	16.1	348.1	nan	g	39.9	1.12e-08	24	8	2.6e-09	2.71e-09	1.51e-10	u	273	2588	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2025-02-12 13:45:00	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-173	17.2	340.6	nan	g	40.3	1.11e-08	25	8	2.64e-09	2.89e-09	1.5e-10	u	273	2589	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1H	WBEA-1H_LP-DIR-T	shoemake 2025-02-21 10:24:55	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1H_LP-DIR-T-174	16.7	347.5	nan	g	49.6	1.17e-08	26	8	2.61e-09	2.84e-09	1.91e-10	u	273	2590	0	0	0.0	0.0	723.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-06-28 15:50:13	LT-NO:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-175	3.1	138.3	nan	g	-62.1	5.13e-07	0	8	2.04e-08	1.94e-08	8.88e-09	u	273	2591	0	0	0.0	0.0	273.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-07-08 15:58:00	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-176	2.2	148.5	nan	g	-59.8	5.64e-07	1	8	1.59e-08	1.63e-08	1.98e-09	u	273	2592	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-07-11 18:28:09	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-177	3.1	143.7	nan	g	-60.0	5.71e-07	2	8	1.76e-08	2.56e-08	8.24e-09	u	273	2593	0	0	0.0	0.0	77.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-07-30 16:53:18	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-178	0.8	145.2	nan	g	-59.9	5.81e-07	3	8	3.75e-09	7.87e-09	1.97e-09	u	273	2594	0	0	0.0	0.0	343.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-08-01 10:04:19	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-179	2.5	149.7	nan	g	-59.3	5.51e-07	4	8	9.65e-09	2.22e-08	2.08e-09	u	273	2595	0	0	0.0	0.0	373.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-09-07 18:59:38	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-180	4.7	152.4	nan	g	-59.2	5.12e-07	5	8	1.59e-08	3.87e-08	2.24e-09	u	273	2596	0	0	0.0	0.0	403.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-09-12 14:59:36	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-181	2.0	149.4	nan	g	-58.2	5.09e-07	6	8	7.57e-09	1.65e-08	2.05e-09	u	273	2597	0	0	0.0	0.0	433.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-09-17 16:34:54	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-182	1.8	147.5	nan	g	-58.2	5.11e-07	7	8	7.33e-09	1.49e-08	2.01e-09	u	273	2598	0	0	0.0	0.0	463.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-10-11 03:33:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-183	4.0	152.4	nan	g	-58.2	5.06e-07	8	8	1.75e-08	3.09e-08	3.5e-09	u	273	2599	0	0	0.0	0.0	483.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-10-18 12:26:16	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-184	1.3	157.1	nan	g	-58.8	4.77e-07	9	8	6.56e-09	8.77e-09	2.61e-09	u	273	2600	0	0	0.0	0.0	513.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-10-27 11:34:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-185	5.4	144.5	nan	g	-58.5	4.34e-07	10	8	2.42e-08	2.54e-08	3.34e-08	u	273	2601	0	0	0.0	0.0	543.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-06 18:37:44	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-186	4.0	152.3	nan	g	-58.5	4.57e-07	11	8	1.28e-08	2.95e-08	2.72e-09	u	273	2602	0	0	0.0	0.0	573.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-15 19:12:28	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-187	2.9	156.2	nan	g	-58.7	3.03e-07	12	8	6.41e-09	1.38e-08	2.18e-09	u	273	2603	0	0	0.0	0.0	603.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-18 18:47:16	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-188	3.1	180.7	nan	g	-63.8	6.79e-08	13	8	1.31e-09	3.43e-09	9.4e-10	u	273	2604	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-23 00:08:42	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-189	64.6	184.1	nan	g	0.4	3.25e-08	14	8	1.24e-09	6.32e-09	7.02e-08	u	273	2605	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-23 21:56:38	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-190	3.1	191.8	nan	g	-62.5	7.31e-08	15	8	1.51e-09	3.74e-09	9.53e-10	u	273	2606	0	0	0.0	0.0	633.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-25 11:54:33	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-191	4.0	320.3	nan	g	-71.9	3.4e-08	16	8	2.1e-09	1.08e-09	5.22e-10	u	273	2607	0	0	0.0	0.0	663.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-11-27 01:02:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-192	10.3	213.4	nan	g	-38.2	1.25e-08	17	8	1.14e-09	9.45e-10	1.97e-09	u	273	2608	0	0	0.0	0.0	693.0
nan	This study	WBEA	WBEA-1	WBEA	WBEA-1I	WBEA-1I_LP-DIR-T	shoemake 2024-12-05 08:07:09	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	WBEA-1I_LP-DIR-T-193	2.2	234.7	nan	g	-69.6	1.24e-08	18	8	3.84e-10	4.37e-10	7.99e-10	u	273	2609	0	0	0.0	0.0	723.0
