tab	measurements																									
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		1.4	166	-34.3	PKSB-1B_LP-DIR-T	shoemake 2024-11-23 22:06:30	4.41E-06	6.08E-08	8.09E-08	5.49E-08	8	273	PKSB-1B_LP-DIR-T-16	LT-T-Z:LP-DIR-T	g	3215	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	15	633
	This study		3.9	166	-32.5	PKSB-1B_LP-DIR-T	shoemake 2024-11-25 12:04:28	3.46E-06	8.61E-08	2.15E-07	5.25E-08	8	273	PKSB-1B_LP-DIR-T-17	LT-T-Z:LP-DIR-T	g	3216	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	16	663
	This study		3.2	216.5	-50.1	PKSB-1B_LP-DIR-T	shoemake 2024-11-27 01:13:00	2.80E-07	8.71E-09	1.28E-08	6.96E-09	8	273	PKSB-1B_LP-DIR-T-18	LT-T-Z:LP-DIR-T	g	3217	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	17	693
	This study		7.3	185.6	-24.3	PKSB-1B_LP-DIR-T	shoemake 2024-12-05 08:17:09	1.62E-07	2.73E-09	2.04E-08	5.59E-09	8	273	PKSB-1B_LP-DIR-T-19	LT-T-Z:LP-DIR-T	g	3218	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	18	723
	This study		10.3	195.5	-11.2	PKSB-1B_LP-DIR-T	shoemake 2025-02-06 06:16:12	1.42E-07	1.33E-08	2.52E-08	2.77E-09	8	273	PKSB-1B_LP-DIR-T-20	LT-T-Z:LP-DIR-T	g	3219	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	19	723
	This study		32.1	345.8	-62.4	PKSB-1B_LP-DIR-T	shoemake 2025-04-09 23:00:58	3.75E-08	1.73E-08	1.54E-08	1.07E-08	8	273	PKSB-1B_LP-DIR-T-21	LT-T-Z:LP-DIR-T	g	3220	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	20	753
	This study		28.8	340	-73.4	PKSB-1B_LP-DIR-T	shoemake 2025-04-15 15:28:02	3.78E-08	1.48E-08	1.48E-08	1.21E-09	8	273	PKSB-1B_LP-DIR-T-22	LT-T-Z:LP-DIR-T	g	3221	pmagpy-4.3.7	PKSB-1B	u	0	0	0	0	21	753
	This study		1.8	157.6	-19.5	PKSB-1C_LP-DIR-T	shoemake 2024-06-28 16:43:36	6.62E-05	7.04E-07	1.61E-06	1.27E-06	8	273	PKSB-1C_LP-DIR-T-23	LT-NO:LP-DIR-T	g	3222	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	0	273
	This study		1.3	156	-20.8	PKSB-1C_LP-DIR-T	shoemake 2024-07-11 16:40:48	6.80E-05	6.48E-07	1.29E-06	6.85E-07	8	273	PKSB-1C_LP-DIR-T-24	LT-LT-Z:LP-DIR-T	g	3223	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	1	77
	This study		1.2	160.9	-23.1	PKSB-1C_LP-DIR-T	shoemake 2024-07-30 16:15:02	5.22E-05	5.74E-07	8.18E-07	6.15E-07	8	273	PKSB-1C_LP-DIR-T-25	LT-T-Z:LP-DIR-T	g	3224	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	2	343
	This study		1.3	164.1	-23.6	PKSB-1C_LP-DIR-T	shoemake 2024-08-01 09:32:08	2.69E-05	2.16E-07	4.75E-07	4.30E-07	8	273	PKSB-1C_LP-DIR-T-26	LT-T-Z:LP-DIR-T	g	3225	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	3	373
	This study		5.9	163.2	-28.5	PKSB-1C_LP-DIR-T	shoemake 2024-09-07 19:11:59	1.22E-05	3.80E-07	1.20E-06	1.46E-07	8	273	PKSB-1C_LP-DIR-T-27	LT-T-Z:LP-DIR-T	g	3226	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	4	403
	This study		3.3	161.4	-30.2	PKSB-1C_LP-DIR-T	shoemake 2024-09-12 15:12:01	8.48E-06	1.87E-07	4.43E-07	5.31E-08	8	273	PKSB-1C_LP-DIR-T-28	LT-T-Z:LP-DIR-T	g	3227	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	5	433
	This study		3.8	163.6	-30.6	PKSB-1C_LP-DIR-T	shoemake 2024-09-17 16:47:17	8.23E-06	1.97E-07	5.13E-07	6.59E-08	8	273	PKSB-1C_LP-DIR-T-29	LT-T-Z:LP-DIR-T	g	3228	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	6	463
	This study		1.1	160.5	-30.7	PKSB-1C_LP-DIR-T	shoemake 2024-10-11 03:45:55	7.98E-06	9.35E-08	7.28E-08	1.02E-07	8	273	PKSB-1C_LP-DIR-T-30	LT-T-Z:LP-DIR-T	g	3229	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	7	483
	This study		2.8	154	-32.2	PKSB-1C_LP-DIR-T	shoemake 2024-10-18 12:38:31	8.78E-06	1.83E-07	3.94E-07	6.16E-08	8	273	PKSB-1C_LP-DIR-T-31	LT-T-Z:LP-DIR-T	g	3230	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	8	513
	This study		7.5	160.4	-32.2	PKSB-1C_LP-DIR-T	shoemake 2024-10-27 11:45:47	7.48E-06	6.57E-07	6.54E-07	4.78E-07	8	273	PKSB-1C_LP-DIR-T-32	LT-T-Z:LP-DIR-T	g	3231	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	9	543
	This study		0.9	159.4	-32.3	PKSB-1C_LP-DIR-T	shoemake 2024-11-06 18:50:04	6.98E-06	5.22E-08	1.04E-07	2.25E-08	8	273	PKSB-1C_LP-DIR-T-33	LT-T-Z:LP-DIR-T	g	3232	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	10	573
	This study		1.9	164.2	-34.7	PKSB-1C_LP-DIR-T	shoemake 2024-11-15 19:24:45	5.36E-06	8.47E-08	1.48E-07	5.73E-08	8	273	PKSB-1C_LP-DIR-T-34	LT-T-Z:LP-DIR-T	g	3233	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	11	603
	This study		1.3	160.9	-38.7	PKSB-1C_LP-DIR-T	shoemake 2024-11-18 18:59:31	2.45E-06	4.14E-08	3.54E-08	2.36E-08	8	273	PKSB-1C_LP-DIR-T-35	LT-T-Z:LP-DIR-T	g	3234	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	12	633
	This study		75.5	3.5	0.2	PKSB-1C_LP-DIR-T	shoemake 2024-11-23 00:21:11	6.02E-07	1.21E-07	1.99E-06	1.67E-06	8	273	PKSB-1C_LP-DIR-T-36	LT-T-Z:LP-DIR-T	g	3235	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	13	633
	This study		1.7	158.3	-38.4	PKSB-1C_LP-DIR-T	shoemake 2024-11-23 22:08:56	2.49E-06	5.22E-08	4.77E-08	3.32E-08	8	273	PKSB-1C_LP-DIR-T-37	LT-T-Z:LP-DIR-T	g	3236	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	14	633
	This study		2.6	164	-38.5	PKSB-1C_LP-DIR-T	shoemake 2024-11-25 12:06:53	1.75E-06	4.38E-08	6.67E-08	2.49E-08	8	273	PKSB-1C_LP-DIR-T-38	LT-T-Z:LP-DIR-T	g	3237	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	15	663
	This study		6.6	219.5	-67.5	PKSB-1C_LP-DIR-T	shoemake 2024-11-27 01:15:27	1.06E-07	4.42E-09	1.05E-08	6.80E-09	8	273	PKSB-1C_LP-DIR-T-39	LT-T-Z:LP-DIR-T	g	3238	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	16	693
	This study		20.9	230.4	5.5	PKSB-1C_LP-DIR-T	shoemake 2024-12-05 08:19:35	2.57E-08	6.76E-09	4.43E-09	5.80E-09	8	273	PKSB-1C_LP-DIR-T-40	LT-T-Z:LP-DIR-T	g	3239	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	17	723
	This study		5.9	219	-23.4	PKSB-1C_LP-DIR-T	shoemake 2024-12-05 15:46:46	4.45E-08	1.49E-09	4.01E-09	3.12E-09	8	273	PKSB-1C_LP-DIR-T-41	LT-T-Z:LP-DIR-T	g	3240	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	18	723
	This study		14.6	247.3	71.2	PKSB-1C_LP-DIR-T	shoemake 2025-02-06 06:18:39	7.74E-08	1.46E-08	1.45E-08	8.42E-10	8	273	PKSB-1C_LP-DIR-T-42	LT-T-Z:LP-DIR-T	g	3241	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	19	723
	This study		23.5	349.8	-53.4	PKSB-1C_LP-DIR-T	shoemake 2025-04-09 23:03:23	6.33E-08	1.91E-08	1.55E-08	1.72E-08	8	273	PKSB-1C_LP-DIR-T-43	LT-T-Z:LP-DIR-T	g	3242	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	20	753
	This study		22.6	14.4	-77.4	PKSB-1C_LP-DIR-T	shoemake 2025-04-15 15:30:29	5.12E-08	1.53E-08	1.51E-08	1.50E-09	8	273	PKSB-1C_LP-DIR-T-44	LT-T-Z:LP-DIR-T	g	3243	pmagpy-4.3.7	PKSB-1C	u	0	0	0	0	21	753
	This study		7.6	164.7	-20.1	PKSB-1D_LP-DIR-T	shoemake 2024-06-28 16:45:43	8.72E-05	3.09E-06	1.12E-05	1.38E-06	8	273	PKSB-1D_LP-DIR-T-45	LT-NO:LP-DIR-T	g	3244	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	0	273
	This study		6.5	166.9	-21.2	PKSB-1D_LP-DIR-T	shoemake 2024-07-11 16:42:58	8.95E-05	2.19E-06	1.00E-05	9.33E-07	8	273	PKSB-1D_LP-DIR-T-46	LT-LT-Z:LP-DIR-T	g	3245	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	1	77
	This study		2.1	157	-23.4	PKSB-1D_LP-DIR-T	shoemake 2024-07-30 16:17:57	7.39E-05	1.42E-06	2.22E-06	6.34E-07	8	273	PKSB-1D_LP-DIR-T-47	LT-T-Z:LP-DIR-T	g	3246	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	2	343
	This study		1.6	161.1	-24.3	PKSB-1D_LP-DIR-T	shoemake 2024-08-01 09:34:35	3.66E-05	3.36E-07	8.64E-07	5.21E-07	8	273	PKSB-1D_LP-DIR-T-48	LT-T-Z:LP-DIR-T	g	3247	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	3	373
	This study		12	167.1	-25	PKSB-1D_LP-DIR-T	shoemake 2024-09-07 19:14:23	1.33E-05	6.65E-07	2.76E-06	7.93E-08	8	273	PKSB-1D_LP-DIR-T-49	LT-T-Z:LP-DIR-T	g	3248	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	4	403
	This study		2.3	167.9	-21.5	PKSB-1D_LP-DIR-T	shoemake 2024-09-12 15:14:26	1.16E-05	1.80E-07	4.09E-07	1.40E-07	8	273	PKSB-1D_LP-DIR-T-50	LT-T-Z:LP-DIR-T	g	3249	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	5	433
	This study		3.2	171.7	-22.6	PKSB-1D_LP-DIR-T	shoemake 2024-09-17 16:49:44	1.16E-05	1.55E-07	6.18E-07	1.29E-07	8	273	PKSB-1D_LP-DIR-T-51	LT-T-Z:LP-DIR-T	g	3250	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	6	463
	This study		5.6	168.8	-22.4	PKSB-1D_LP-DIR-T	shoemake 2024-10-11 03:48:23	1.11E-05	1.40E-07	1.08E-06	1.51E-07	8	273	PKSB-1D_LP-DIR-T-52	LT-T-Z:LP-DIR-T	g	3251	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	7	483
	This study		1	161.2	-28.3	PKSB-1D_LP-DIR-T	shoemake 2024-10-18 12:41:01	1.08E-05	7.93E-08	1.47E-07	9.43E-08	8	273	PKSB-1D_LP-DIR-T-53	LT-T-Z:LP-DIR-T	g	3252	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	8	513
	This study		1.6	163.8	-29.1	PKSB-1D_LP-DIR-T	shoemake 2024-10-28 15:14:08	9.63E-06	1.69E-07	1.56E-07	1.66E-07	8	273	PKSB-1D_LP-DIR-T-54	LT-T-Z:LP-DIR-T	g	3253	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	9	543
	This study		2.8	160.9	-27.5	PKSB-1D_LP-DIR-T	shoemake 2024-11-06 18:52:31	8.68E-06	1.53E-07	4.02E-07	4.13E-08	8	273	PKSB-1D_LP-DIR-T-55	LT-T-Z:LP-DIR-T	g	3254	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	10	573
	This study		1.6	162.8	-31.9	PKSB-1D_LP-DIR-T	shoemake 2024-11-15 19:27:10	6.29E-06	9.79E-08	1.43E-07	7.40E-08	8	273	PKSB-1D_LP-DIR-T-56	LT-T-Z:LP-DIR-T	g	3255	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	11	603
	This study		1.4	167.4	-33.7	PKSB-1D_LP-DIR-T	shoemake 2024-11-18 19:01:57	2.94E-06	5.01E-08	4.19E-08	3.97E-08	8	273	PKSB-1D_LP-DIR-T-57	LT-T-Z:LP-DIR-T	g	3256	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	12	633
	This study		37.8	181.3	-0.1	PKSB-1D_LP-DIR-T	shoemake 2024-11-23 00:23:38	2.42E-06	2.69E-08	4.10E-07	1.83E-06	8	273	PKSB-1D_LP-DIR-T-58	LT-T-Z:LP-DIR-T	g	3257	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	13	633
	This study		3.1	164.8	-34.3	PKSB-1D_LP-DIR-T	shoemake 2024-11-23 22:11:22	2.98E-06	7.82E-08	1.40E-07	4.89E-08	8	273	PKSB-1D_LP-DIR-T-59	LT-T-Z:LP-DIR-T	g	3258	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	14	633
	This study		3.8	162.1	-32	PKSB-1D_LP-DIR-T	shoemake 2024-11-25 12:09:20	2.11E-06	6.15E-08	1.24E-07	3.41E-08	8	273	PKSB-1D_LP-DIR-T-60	LT-T-Z:LP-DIR-T	g	3259	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	15	663
	This study		2.8	175.6	-46.5	PKSB-1D_LP-DIR-T	shoemake 2024-11-27 01:17:52	2.09E-07	4.39E-09	5.80E-09	1.09E-08	8	273	PKSB-1D_LP-DIR-T-61	LT-T-Z:LP-DIR-T	g	3260	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	16	693
	This study		12.3	171	-23.6	PKSB-1D_LP-DIR-T	shoemake 2024-12-05 08:22:01	3.76E-08	7.15E-10	4.89E-09	7.74E-09	8	273	PKSB-1D_LP-DIR-T-62	LT-T-Z:LP-DIR-T	g	3261	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	17	723
	This study		1.6	196	-20.8	PKSB-1D_LP-DIR-T	shoemake 2024-12-09 17:52:55	6.24E-08	1.57E-09	1.30E-09	1.53E-09	8	273	PKSB-1D_LP-DIR-T-63	LT-T-Z:LP-DIR-T	g	3262	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	18	723
	This study		17.9	290.2	66.1	PKSB-1D_LP-DIR-T	shoemake 2025-02-06 06:21:06	7.65E-08	1.81E-08	1.82E-08	1.52E-09	8	273	PKSB-1D_LP-DIR-T-64	LT-T-Z:LP-DIR-T	g	3263	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	19	723
	This study		84.3	6.5	11.1	PKSB-1D_LP-DIR-T	shoemake 2025-02-07 01:19:11	3.92E-09	1.65E-08	3.69E-08	6.96E-08	8	273	PKSB-1D_LP-DIR-T-65	LT-T-Z:LP-DIR-T	g	3264	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	20	723
	This study		86.5	84.8	-75.1	PKSB-1D_LP-DIR-T	shoemake 2025-02-10 18:16:41	4.07E-10	1.71E-08	3.72E-08	6.26E-08	8	273	PKSB-1D_LP-DIR-T-66	LT-T-Z:LP-DIR-T	g	3265	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	21	723
	This study		13.7	24.5	82.2	PKSB-1D_LP-DIR-T	shoemake 2025-02-12 13:50:05	1.04E-07	1.77E-08	1.85E-08	5.07E-09	8	273	PKSB-1D_LP-DIR-T-67	LT-T-Z:LP-DIR-T	g	3266	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	22	723
	This study		21.7	27.4	-68.3	PKSB-1D_LP-DIR-T	shoemake 2025-04-09 23:05:49	7.29E-08	1.98E-08	1.86E-08	1.73E-08	8	273	PKSB-1D_LP-DIR-T-68	LT-T-Z:LP-DIR-T	g	3267	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	23	753
	This study		29.2	165.1	-65.1	PKSB-1D_LP-DIR-T	shoemake 2025-04-15 15:32:54	4.49E-08	1.87E-08	1.79E-08	2.02E-09	8	273	PKSB-1D_LP-DIR-T-69	LT-T-Z:LP-DIR-T	g	3268	pmagpy-4.3.7	PKSB-1D	u	0	0	0	0	24	753
	This study		2.8	161.4	-19.5	PKSB-1E_LP-DIR-T	shoemake 2024-06-28 16:47:52	5.59E-05	7.49E-07	2.41E-06	1.12E-06	8	273	PKSB-1E_LP-DIR-T-70	LT-NO:LP-DIR-T	g	3269	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	0	273
	This study		11.1	161.8	-20.6	PKSB-1E_LP-DIR-T	shoemake 2024-07-11 16:45:05	5.61E-05	3.83E-06	1.03E-05	6.69E-07	8	273	PKSB-1E_LP-DIR-T-71	LT-LT-Z:LP-DIR-T	g	3270	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	1	77
	This study		3.4	157.5	-22.8	PKSB-1E_LP-DIR-T	shoemake 2024-07-30 16:20:54	4.66E-05	8.66E-07	2.66E-06	3.00E-07	8	273	PKSB-1E_LP-DIR-T-72	LT-T-Z:LP-DIR-T	g	3271	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	2	343
	This study		0.9	163.3	-24.2	PKSB-1E_LP-DIR-T	shoemake 2024-08-01 09:37:04	1.92E-05	1.62E-07	1.87E-07	2.05E-07	8	273	PKSB-1E_LP-DIR-T-73	LT-T-Z:LP-DIR-T	g	3272	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	3	373
	This study		9.4	159.5	-22.3	PKSB-1E_LP-DIR-T	shoemake 2024-09-07 19:16:48	7.10E-06	4.44E-07	1.09E-06	6.39E-08	8	273	PKSB-1E_LP-DIR-T-74	LT-T-Z:LP-DIR-T	g	3273	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	4	403
	This study		5.4	162.3	-18.9	PKSB-1E_LP-DIR-T	shoemake 2024-09-12 15:16:52	5.13E-06	1.66E-07	4.55E-07	5.50E-08	8	273	PKSB-1E_LP-DIR-T-75	LT-T-Z:LP-DIR-T	g	3274	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	5	433
	This study		4.2	167.9	-21.9	PKSB-1E_LP-DIR-T	shoemake 2024-09-17 16:52:09	5.71E-06	9.93E-08	4.05E-07	4.34E-08	8	273	PKSB-1E_LP-DIR-T-76	LT-T-Z:LP-DIR-T	g	3275	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	6	463
	This study		2.6	161.8	-19.2	PKSB-1E_LP-DIR-T	shoemake 2024-10-11 03:50:53	5.44E-06	5.09E-08	2.35E-07	6.52E-08	8	273	PKSB-1E_LP-DIR-T-77	LT-T-Z:LP-DIR-T	g	3276	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	7	483
	This study		0.7	156.1	-24.1	PKSB-1E_LP-DIR-T	shoemake 2024-10-18 12:43:31	5.56E-06	4.02E-08	3.48E-08	4.91E-08	8	273	PKSB-1E_LP-DIR-T-78	LT-T-Z:LP-DIR-T	g	3277	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	8	513
	This study		3.3	163.3	-28.9	PKSB-1E_LP-DIR-T	shoemake 2024-10-28 15:16:33	4.49E-06	1.22E-07	2.22E-07	7.08E-08	8	273	PKSB-1E_LP-DIR-T-79	LT-T-Z:LP-DIR-T	g	3278	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	9	543
	This study		0.6	155	-27.4	PKSB-1E_LP-DIR-T	shoemake 2024-11-06 18:54:58	3.49E-06	2.19E-08	3.18E-08	2.39E-08	8	273	PKSB-1E_LP-DIR-T-80	LT-T-Z:LP-DIR-T	g	3279	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	10	573
	This study		2.8	159	-33.2	PKSB-1E_LP-DIR-T	shoemake 2024-11-15 19:29:38	2.38E-06	4.83E-08	1.05E-07	2.45E-08	8	273	PKSB-1E_LP-DIR-T-81	LT-T-Z:LP-DIR-T	g	3280	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	11	603
	This study		3	168.5	-34.2	PKSB-1E_LP-DIR-T	shoemake 2024-11-18 19:04:24	1.03E-06	1.90E-08	5.00E-08	1.32E-08	8	273	PKSB-1E_LP-DIR-T-82	LT-T-Z:LP-DIR-T	g	3281	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	12	633
	This study		37.6	181.8	0.2	PKSB-1E_LP-DIR-T	shoemake 2024-11-23 00:26:07	8.54E-07	1.18E-08	1.23E-07	6.46E-07	8	273	PKSB-1E_LP-DIR-T-83	LT-T-Z:LP-DIR-T	g	3282	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	13	633
	This study		1.4	165.1	-34.7	PKSB-1E_LP-DIR-T	shoemake 2024-11-23 22:13:49	1.05E-06	1.50E-08	1.83E-08	1.57E-08	8	273	PKSB-1E_LP-DIR-T-84	LT-T-Z:LP-DIR-T	g	3283	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	14	633
	This study		2.7	153.6	-34.7	PKSB-1E_LP-DIR-T	shoemake 2024-11-25 12:11:48	8.49E-07	2.16E-08	3.05E-08	1.85E-08	8	273	PKSB-1E_LP-DIR-T-85	LT-T-Z:LP-DIR-T	g	3284	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	15	663
	This study		3.7	178.7	-41.1	PKSB-1E_LP-DIR-T	shoemake 2024-11-27 01:20:20	1.24E-07	2.46E-09	2.69E-09	1.00E-08	8	273	PKSB-1E_LP-DIR-T-86	LT-T-Z:LP-DIR-T	g	3285	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	16	693
	This study		14.5	127.2	34.7	PKSB-1E_LP-DIR-T	shoemake 2024-12-05 08:24:30	2.37E-08	2.31E-09	4.07E-10	6.00E-09	8	273	PKSB-1E_LP-DIR-T-87	LT-T-Z:LP-DIR-T	g	3286	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	17	723
	This study		6.2	147.8	15.6	PKSB-1E_LP-DIR-T	shoemake 2024-12-09 17:55:24	3.69E-08	9.24E-10	3.47E-09	1.90E-09	8	273	PKSB-1E_LP-DIR-T-88	LT-T-Z:LP-DIR-T	g	3287	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	18	723
	This study		13	312.9	82.9	PKSB-1E_LP-DIR-T	shoemake 2025-02-06 06:23:35	7.35E-08	1.20E-08	1.21E-08	7.50E-10	8	273	PKSB-1E_LP-DIR-T-89	LT-T-Z:LP-DIR-T	g	3288	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	19	723
	This study		24.6	323.2	-55.5	PKSB-1E_LP-DIR-T	shoemake 2025-04-09 23:08:16	4.22E-08	1.24E-08	1.28E-08	1.31E-08	8	273	PKSB-1E_LP-DIR-T-90	LT-T-Z:LP-DIR-T	g	3289	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	20	753
	This study		37.3	252.4	-68.7	PKSB-1E_LP-DIR-T	shoemake 2025-04-15 15:35:23	2.22E-08	1.26E-08	1.18E-08	5.79E-10	8	273	PKSB-1E_LP-DIR-T-91	LT-T-Z:LP-DIR-T	g	3290	pmagpy-4.3.7	PKSB-1E	u	0	0	0	0	21	753
	This study		5.1	162.7	-20	PKSB-1F_LP-DIR-T	shoemake 2024-06-28 16:50:03	7.15E-05	1.50E-06	6.15E-06	1.15E-06	8	273	PKSB-1F_LP-DIR-T-92	LT-NO:LP-DIR-T	g	3291	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	0	273
	This study		2.6	160.7	-20.9	PKSB-1F_LP-DIR-T	shoemake 2024-07-11 16:48:47	7.29E-05	7.09E-07	3.26E-06	9.74E-07	8	273	PKSB-1F_LP-DIR-T-93	LT-LT-Z:LP-DIR-T	g	3292	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	1	77
	This study		3	160.3	-23.5	PKSB-1F_LP-DIR-T	shoemake 2024-07-30 16:23:53	6.00E-05	1.48E-06	2.73E-06	7.94E-07	8	273	PKSB-1F_LP-DIR-T-94	LT-T-Z:LP-DIR-T	g	3293	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	2	343
	This study		1.5	165.2	-24.1	PKSB-1F_LP-DIR-T	shoemake 2024-08-01 09:39:35	2.35E-05	1.76E-07	4.75E-07	4.02E-07	8	273	PKSB-1F_LP-DIR-T-95	LT-T-Z:LP-DIR-T	g	3294	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	3	373
	This study		6.6	163	-24	PKSB-1F_LP-DIR-T	shoemake 2024-09-07 19:19:13	8.56E-06	3.22E-07	9.28E-07	1.60E-07	8	273	PKSB-1F_LP-DIR-T-96	LT-T-Z:LP-DIR-T	g	3295	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	4	403
	This study		1.3	162.6	-21.6	PKSB-1F_LP-DIR-T	shoemake 2024-09-12 15:19:19	6.75E-06	7.86E-08	9.94E-08	1.03E-07	8	273	PKSB-1F_LP-DIR-T-97	LT-T-Z:LP-DIR-T	g	3296	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	5	433
	This study		2.9	164.1	-26.4	PKSB-1F_LP-DIR-T	shoemake 2024-09-17 16:54:37	7.11E-06	8.30E-08	3.43E-07	8.54E-08	8	273	PKSB-1F_LP-DIR-T-98	LT-T-Z:LP-DIR-T	g	3297	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	6	463
	This study		35.7	156.7	-27.4	PKSB-1F_LP-DIR-T	shoemake 2024-10-11 03:53:24	3.51E-06	3.07E-06	1.32E-06	1.01E-06	8	273	PKSB-1F_LP-DIR-T-99	LT-T-Z:LP-DIR-T	g	3298	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	7	483
	This study		52.9	163.2	-21.6	PKSB-1F_LP-DIR-T	shoemake 2024-10-14 13:20:52	3.38E-06	3.18E-06	9.52E-07	1.39E-06	8	273	PKSB-1F_LP-DIR-T-100	LT-T-Z:LP-DIR-T	g	3299	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	8	483
	This study		44.2	170.7	-20.1	PKSB-1F_LP-DIR-T	shoemake 2024-10-14 14:28:05	3.38E-06	3.35E-06	5.47E-07	1.24E-06	8	273	PKSB-1F_LP-DIR-T-101	LT-T-Z:LP-DIR-T	g	3300	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	9	483
	This study		63.1	171.3	-19.5	PKSB-1F_LP-DIR-T	shoemake 2024-10-14 14:39:39	3.34E-06	3.37E-06	6.01E-07	1.29E-06	8	273	PKSB-1F_LP-DIR-T-102	LT-T-Z:LP-DIR-T	g	3301	pmagpy-4.3.7	PKSB-1F	u	0	0	0	0	10	483
