tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
PKSF-1.L	PKSF-1.L_LP-DIR-T	PKSF-1.L		mt	110.2	4.3	2	4	0	10.4	12.4	723	633	K		shoemake 2025-08-07 15:49:51	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.L	PKSF-1.L_LP-DIR-T	PKSF-1.L		lt	121.9	-19.4	2	7	0	6.9	19.1	433	273	K		shoemake 2025-08-07 15:49:51	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.L		PKSF-1.L																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.L		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.M	PKSF-1.M_LP-DIR-T	PKSF-1.M		mt	99.6	-16.8	2	4	0	13.0	22.7	723	633	K		shoemake 2025-08-07 15:52:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.M		PKSF-1.M																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.M	PKSF-1.M_LP-DIR-T	PKSF-1.M		lt	122.0	-20.7	2	11	0	6.6	21.7	433	273	K		shoemake 2025-08-07 15:52:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.M		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.N		PKSF-1.N																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.N		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.N	PKSF-1.N_LP-DIR-T	PKSF-1.N		mt	102.8	-2.3	2	4	0	3.8	5.1	723	633	K		shoemake 2025-08-07 15:54:50	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.N	PKSF-1.N_LP-DIR-T	PKSF-1.N		lt	123.0	-19.1	2	7	0	6.5	25.0	433	273	K		shoemake 2025-08-07 15:54:50	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.O		PKSF-1.O																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.O	PKSF-1.O_LP-DIR-T	PKSF-1.O		mt	114.0	8.7	2	4	0	18.0	2.1	723	633	K		shoemake 2025-08-07 15:57:16	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.O	PKSF-1.O_LP-DIR-T	PKSF-1.O		lt	124.1	-14.1	2	8	0	6.2	10.2	433	273	K		shoemake 2025-08-07 15:57:16	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1.O		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.P		PKSF-1.																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1.P		PKSF-1.P																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1A		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1A		PKSF-1A																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1B		PKSF-1B																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1B		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1B	PKSF-1B_LP-DIR-T	PKSF-1B		mt	136.7	-35.7	2	4	0	12.9	11.9	723	633	K		shoemake 2025-08-06 19:52:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1B	PKSF-1B_LP-DIR-T	PKSF-1B		lt	54.7	-80.7	2	3	0	47.9	4.7	343	77	K		shoemake 2025-08-06 19:52:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1C	PKSF-1C_LP-DIR-T	PKSF-1C		mt	132.2	-38.9	2	4	0	12.7	6.8	723	633	K		shoemake 2025-08-06 19:55:27	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1C		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1C		PKSF-1C																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1C	PKSF-1C_LP-DIR-T	PKSF-1C		lt	174.7	-41.5	2	9	0	12.1	38.3	483	273	K		shoemake 2025-08-06 19:55:27	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1D		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1D		PKSF-1D																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1D	PKSF-1D_LP-DIR-T	PKSF-1D		lt	167.5	-49.0	2	9	0	8.6	18.7	483	273	K		shoemake 2025-08-06 19:57:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1D	PKSF-1D_LP-DIR-T	PKSF-1D		mt	129.9	-38.0	2	4	0	13.0	16.4	723	633	K		shoemake 2025-08-06 19:57:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1E	PKSF-1E_LP-DIR-T	PKSF-1E		lt	166.0	-43.6	2	10	0	8.2	18.8	483	273	K		shoemake 2025-08-06 20:00:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1E	PKSF-1E_LP-DIR-T	PKSF-1E		mt	131.2	-34.1	2	4	0	11.7	7.4	723	633	K		shoemake 2025-08-06 20:00:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1E		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1E		PKSF-1E																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1F	PKSF-1F_LP-DIR-T	PKSF-1F		lt	155.7	-50.0	2	5	0	6.4	17.2	433	77	K		shoemake 2025-08-06 20:02:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1F	PKSF-1F_LP-DIR-T	PKSF-1F		mt	127.0	-36.3	2	4	0	10.6	6.9	723	633	K		shoemake 2025-08-06 20:02:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1F		PKSF-1F																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1F		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1G		PKSF-1G																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1G		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1G	PKSF-1G_LP-DIR-T	PKSF-1G		lt	155.3	-45.0	2	8	0	3.8	16.1	433	273	K		shoemake 2025-08-06 20:05:09	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1G	PKSF-1G_LP-DIR-T	PKSF-1G		mt	127.9	-32.2	2	4	0	10.3	4.6	723	633	K		shoemake 2025-08-06 20:05:09	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1H		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1H		PKSF-1H																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1H	PKSF-1H_LP-DIR-T	PKSF-1H		lt	153.4	-43.7	2	8	0	2.9	16.4	433	273	K		shoemake 2025-08-06 20:07:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1H	PKSF-1H_LP-DIR-T	PKSF-1H		mt	120.2	-36.2	2	4	0	8.9	8.0	723	633	K		shoemake 2025-08-06 20:07:34	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1I		PKSF-1I																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1I		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1I	PKSF-1I_LP-DIR-T	PKSF-1I		lt	156.4	-38.6	2	5	0	4.2	7.5	433	77	K		shoemake 2025-08-06 20:10:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1I	PKSF-1I_LP-DIR-T	PKSF-1I		mt	121.9	-32.5	2	4	0	7.6	12.1	723	633	K		shoemake 2025-08-06 20:10:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1J	PKSF-1J_LP-DIR-T	PKSF-1J		lt	149.3	-42.1	2	7	0	3.0	11.3	433	273	K		shoemake 2025-08-06 20:12:31	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1J		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1J		PKSF-1J																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1J	PKSF-1J_LP-DIR-T	PKSF-1J		mt	117.9	-32.4	2	4	0	7.1	4.9	723	633	K		shoemake 2025-08-06 20:12:31	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1K	PKSF-1K_LP-DIR-T	PKSF-1K		lt	147.8	-41.0	2	7	0	3.8	8.3	433	273	K		shoemake 2025-08-06 20:15:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1K	PKSF-1K_LP-DIR-T	PKSF-1K		mt	126.0	-25.6	2	5	0	7.6	6.0	723	633	K		shoemake 2025-08-06 20:15:01	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1K		PKSF-1K																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1K		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1L	PKSF-1L_LP-DIR-T	PKSF-1L		mt	120.2	-28.5	2	4	0	8.1	6.6	723	633	K		shoemake 2025-08-06 20:17:28	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1L		PKSF-1L																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1L	PKSF-1L_LP-DIR-T	PKSF-1L		lt	159.9	-31.3	2	5	0	12.2	9.1	433	77	K		shoemake 2025-08-06 20:17:28	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-1L		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1M		PKSF-1																	This study	LP-NOMAG				PKSF	PKSF
PKSF-1M		PKSF-1M																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2A	PKSF-2A_LP-DIR-T	PKSF-2A		mt	37.1	23.3	2	4	0	2.7	2.0	723	633	K		shoemake 2025-08-06 20:19:56	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2A		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2A		PKSF-2A																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2A	PKSF-2A_LP-DIR-T	PKSF-2A		lt	3.6	50.5	2	8	0	6.1	4.8	483	273	K		shoemake 2025-08-06 20:19:56	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2B		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2B		PKSF-2B																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2B	PKSF-2B_LP-DIR-T	PKSF-2B		mt	35.8	24.9	2	4	0	3.3	1.3	723	633	K		shoemake 2025-08-06 20:22:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2B	PKSF-2B_LP-DIR-T	PKSF-2B		lt	9.2	53.4	2	7	0	3.6	6.0	433	273	K		shoemake 2025-08-06 20:22:22	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2C		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2C	PKSF-2C_LP-DIR-T	PKSF-2C		lt	359.0	57.4	2	7	0	4.5	3.8	433	273	K		shoemake 2025-08-06 20:24:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2C	PKSF-2C_LP-DIR-T	PKSF-2C		mt	35.2	30.3	2	5	0	0.9	2.9	723	633	K		shoemake 2025-08-06 20:24:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2C		PKSF-2C																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2D		PKSF-2D																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2D	PKSF-2D_LP-DIR-T	PKSF-2D		lt	6.3	57.5	2	7	0	3.8	7.5	433	273	K		shoemake 2025-08-06 20:27:12	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2D		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2D	PKSF-2D_LP-DIR-T	PKSF-2D		mt	35.2	22.7	2	4	0	9.8	6.6	723	633	K		shoemake 2025-08-06 20:27:12	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2E	PKSF-2E_LP-DIR-T	PKSF-2E		lt	350.5	60.3	2	7	0	3.9	5.3	433	273	K		shoemake 2025-08-06 20:29:37	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2E		PKSF-2E																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2E		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2E	PKSF-2E_LP-DIR-T	PKSF-2E		mt	34.7	27.5	2	4	0	5.6	4.4	723	633	K		shoemake 2025-08-06 20:29:37	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2F		PKSF-2F																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2F		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2F	PKSF-2F_LP-DIR-T	PKSF-2F		lt	186.0	6.7	2	7	0	3.8	4.1	433	273	K		shoemake 2025-08-06 20:32:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2F	PKSF-2F_LP-DIR-T	PKSF-2F		mt	214.5	-24.5	2	4	0	5.3	5.1	723	633	K		shoemake 2025-08-06 20:32:06	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2G	PKSF-2G_LP-DIR-T	PKSF-2G		mt	352.3	-9.0	2	5	0	2.0	2.1	723	633	K		shoemake 2025-08-07 17:28:40	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2G	PKSF-2G_LP-DIR-T	PKSF-2G		lt	27.5	10.3	2	7	0	3.4	9.1	433	273	K		shoemake 2025-08-07 17:28:40	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2G		PKSF-2G																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2G		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2H	PKSF-2H_LP-DIR-T	PKSF-2H		lt	353.4	63.6	2	7	0	5.2	5.2	433	273	K		shoemake 2025-08-06 20:37:07	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2H		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2H		PKSF-2H																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2H	PKSF-2H_LP-DIR-T	PKSF-2H		mt	41.1	26.7	2	4	0	9.5	5.0	723	633	K		shoemake 2025-08-06 20:37:07	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2I		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2I		PKSF-2I																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2I	PKSF-2I_LP-DIR-T	PKSF-2I		lt	351.8	63.9	2	7	0	5.2	5.1	433	273	K		shoemake 2025-08-06 20:39:35	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2I	PKSF-2I_LP-DIR-T	PKSF-2I		mt	38.9	32.4	2	4	0	5.4	4.3	723	633	K		shoemake 2025-08-06 20:39:35	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2J		PKSF-2J																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2J		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2J	PKSF-2J_LP-DIR-T	PKSF-2J		lt	7.4	64.1	2	8	0	10.0	12.8	433	273	K		shoemake 2025-08-06 20:42:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2J	PKSF-2J_LP-DIR-T	PKSF-2J		mt	34.6	26.9	2	4	0	7.2	6.6	723	633	K		shoemake 2025-08-06 20:42:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2K	PKSF-2K_LP-DIR-T	PKSF-2K		lt	344.5	64.7	2	3	0	3.3	1.7	483	373	K		shoemake 2025-08-06 20:44:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2K	PKSF-2K_LP-DIR-T	PKSF-2K		mt	29.6	36.0	2	4	0	6.5	7.7	723	633	K		shoemake 2025-08-06 20:44:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-2K		PKSF-2K																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2K		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2L		PKSF-2L																	This study	LP-NOMAG				PKSF	PKSF
PKSF-2L		PKSF-2																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3A		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3A		PKSF-3A																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3B	PKSF-3B_LP-DIR-T	PKSF-3B		lt	225.1	0.1	2	4	0	4.5	3.0	483	343	K		shoemake 2025-08-06 20:46:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3B	PKSF-3B_LP-DIR-T	PKSF-3B		mt	261.8	-33.0	2	4	0	29.6	5.5	723	633	K		shoemake 2025-08-06 20:46:54	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3B		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3B		PKSF-3B																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3C		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3C	PKSF-3C_LP-DIR-T	PKSF-3C		mt	263.9	-14.7	2	4	0	25.9	8.3	723	633	K		shoemake 2025-08-06 20:49:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3C	PKSF-3C_LP-DIR-T	PKSF-3C		lt	228.1	-1.0	2	9	0	4.0	13.4	483	273	K		shoemake 2025-08-06 20:49:19	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3C		PKSF-3C																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3D		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3D		PKSF-3D																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3D	PKSF-3D_LP-DIR-T	PKSF-3D		lt	229.7	16.7	2	5	0	17.8	18.1	433	77	K		shoemake 2025-08-06 20:51:46	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3D	PKSF-3D_LP-DIR-T	PKSF-3D		mt	261.4	-17.1	2	4	0	26.6	20.3	723	633	K		shoemake 2025-08-06 20:51:46	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3E		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3E	PKSF-3E_LP-DIR-T	PKSF-3E		mt	253.2	-36.3	2	4	0	33.3	18.5	723	633	K		shoemake 2025-08-06 20:54:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3E	PKSF-3E_LP-DIR-T	PKSF-3E		lt	234.4	10.7	2	8	0	14.4	36.7	433	273	K		shoemake 2025-08-06 20:54:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3E		PKSF-3E																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3F	PKSF-3F_LP-DIR-T	PKSF-3F		mt	252.9	-19.3	2	4	0	24.2	12.4	723	633	K		shoemake 2025-08-06 20:56:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3F	PKSF-3F_LP-DIR-T	PKSF-3F		lt	234.3	11.8	2	6	0	16.4	14.6	433	77	K		shoemake 2025-08-06 20:56:44	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3F		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3F		PKSF-3F																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3G	PKSF-3G_LP-DIR-T	PKSF-3G		lt	235.3	16.3	2	8	0	20.6	23.9	433	273	K		shoemake 2025-08-06 20:59:13	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3G	PKSF-3G_LP-DIR-T	PKSF-3G		mt	240.0	11.4	2	4	0	46.0	12.7	723	633	K		shoemake 2025-08-06 20:59:13	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3G		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3G		PKSF-3G																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3H	PKSF-3H_LP-DIR-T	PKSF-3H		lt	235.0	15.8	2	8	0	18.7	19.1	483	273	K		shoemake 2025-08-06 21:01:42	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3H		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3H	PKSF-3H_LP-DIR-T	PKSF-3H		mt	207.9	-47.2	2	4	0	66.9	23.5	723	633	K		shoemake 2025-08-06 21:01:42	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3H		PKSF-3H																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3I		PKSF-3I																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3I	PKSF-3I_LP-DIR-T	PKSF-3I		lt	235.3	12.0	2	5	0	16.8	10.7	433	77	K		shoemake 2025-08-06 21:04:08	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3I	PKSF-3I_LP-DIR-T	PKSF-3I		mt	246.6	-15.5	2	4	0	49.8	25.9	723	633	K		shoemake 2025-08-06 21:04:08	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3I		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3J	PKSF-3J_LP-DIR-T	PKSF-3J		lt	235.8	15.0	2	8	0	18.2	16.0	483	273	K		shoemake 2025-08-06 21:06:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3J	PKSF-3J_LP-DIR-T	PKSF-3J		mt	257.1	-25.5	2	4	0	54.7	23.6	723	633	K		shoemake 2025-08-06 21:06:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3J		PKSF-3J																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3J		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3K	PKSF-3K_LP-DIR-T	PKSF-3K		mt	289.8	-25.4	2	4	0	35.4	18.7	723	633	K		shoemake 2025-08-06 21:08:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3K	PKSF-3K_LP-DIR-T	PKSF-3K		lt	230.7	19.6	2	3	0	22.4	0.7	483	373	K		shoemake 2025-08-06 21:08:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
PKSF-3K		PKSF-3																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3K		PKSF-3K																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3L		PKSF-3L																	This study	LP-NOMAG				PKSF	PKSF
PKSF-3L	PKSF-3L_LP-DIR-T	PKSF-3L		mt	315.6	29.0	2	4	0	37.4	28.5	723	633	K		shoemake 2025-08-06 21:11:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKSF	PKSF
